OpenROAD 26Q2-254-g61932e897 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
openroad> read_db physical/results/padframe/route/floorplan.odb
openroad> connect_by_abutment
[ERROR PAD-0002] IO_CORNER_NORTH_WEST_INST/DVDD (VDD) and IO_FILL_N_0355/DVSS (VSS) are touching, but are connected to different nets
PAD-0002
while evaluating connect_by_abutment
openroad> check_power_grid -net VDD -error_file physical/results/padframe/pdn_trials/oriented_abutment/vdd_errors.rpt
[WARNING PSM-0038] Unconnected shape on net VDD at (375.200um, 503.550um) - (376.565um, 504.450um), layer: Metal1.
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1395/VDD at location (635.500um, 1397.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1400/VDD at location (635.500um, 1402.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1405/VDD at location (635.500um, 1407.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1410/VDD at location (635.500um, 1412.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1415/VDD at location (635.500um, 1417.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1420/VDD at location (635.500um, 1422.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1425/VDD at location (635.500um, 1427.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1430/VDD at location (635.500um, 1432.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1435/VDD at location (635.500um, 1437.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1440/VDD at location (635.500um, 1442.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1445/VDD at location (635.500um, 1447.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1450/VDD at location (635.500um, 1452.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1455/VDD at location (635.500um, 1457.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1460/VDD at location (635.500um, 1462.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1465/VDD at location (635.500um, 1467.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1470/VDD at location (635.500um, 1472.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1475/VDD at location (635.500um, 1477.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1480/VDD at location (635.500um, 1482.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1485/VDD at location (635.500um, 1487.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1490/VDD at location (635.500um, 1492.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1495/VDD at location (635.500um, 1497.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1500/VDD at location (635.500um, 1502.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1505/VDD at location (635.500um, 1507.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1510/VDD at location (635.500um, 1512.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1515/VDD at location (635.500um, 1517.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1520/VDD at location (635.500um, 1522.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1525/VDD at location (635.500um, 1527.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1530/VDD at location (635.500um, 1532.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1535/VDD at location (635.500um, 1537.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1540/VDD at location (635.500um, 1542.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1545/VDD at location (635.500um, 1547.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1550/VDD at location (635.500um, 1552.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1555/VDD at location (635.500um, 1557.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1560/VDD at location (635.500um, 1562.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1565/VDD at location (635.500um, 1567.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1570/VDD at location (635.500um, 1572.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1575/VDD at location (635.500um, 1577.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1580/VDD at location (635.500um, 1582.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1585/VDD at location (635.500um, 1587.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1590/VDD at location (635.500um, 1592.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1595/VDD at location (635.500um, 1597.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1600/VDD at location (635.500um, 1602.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1605/VDD at location (635.500um, 1607.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1610/VDD at location (635.500um, 1612.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1615/VDD at location (635.500um, 1617.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1620/VDD at location (635.500um, 1622.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1625/VDD at location (635.500um, 1627.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1630/VDD at location (635.500um, 1632.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1635/VDD at location (635.500um, 1637.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1640/VDD at location (635.500um, 1642.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1645/VDD at location (635.500um, 1647.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1650/VDD at location (635.500um, 1652.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1655/VDD at location (635.500um, 1657.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1660/VDD at location (635.500um, 1662.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1665/VDD at location (635.500um, 1667.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1670/VDD at location (635.500um, 1672.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1675/VDD at location (635.500um, 1677.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1680/VDD at location (635.500um, 1682.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1685/VDD at location (635.500um, 1687.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1690/VDD at location (635.500um, 1692.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1695/VDD at location (635.500um, 1697.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1700/VDD at location (635.500um, 1702.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1705/VDD at location (635.500um, 1707.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1710/VDD at location (635.500um, 1712.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1715/VDD at location (635.500um, 1717.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1720/VDD at location (635.500um, 1722.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1725/VDD at location (635.500um, 1727.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1730/VDD at location (635.500um, 1732.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1735/VDD at location (635.500um, 1737.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1740/VDD at location (635.500um, 1742.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1745/VDD at location (635.500um, 1747.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1750/VDD at location (635.500um, 1752.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1755/VDD at location (635.500um, 1757.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1760/VDD at location (635.500um, 1762.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1765/VDD at location (635.500um, 1767.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1770/VDD at location (635.500um, 1772.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1775/VDD at location (635.500um, 1777.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1780/VDD at location (635.500um, 1782.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1785/VDD at location (635.500um, 1787.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1790/VDD at location (635.500um, 1792.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1795/VDD at location (635.500um, 1797.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1800/VDD at location (635.500um, 1802.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1805/VDD at location (635.500um, 1807.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1810/VDD at location (635.500um, 1812.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1815/VDD at location (635.500um, 1817.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1820/VDD at location (635.500um, 1822.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1825/VDD at location (635.500um, 1827.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1830/VDD at location (635.500um, 1832.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1835/VDD at location (635.500um, 1837.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1840/VDD at location (635.500um, 1842.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1845/VDD at location (635.500um, 1847.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1850/VDD at location (635.500um, 1852.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1855/VDD at location (635.500um, 1857.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1860/VDD at location (635.500um, 1862.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1865/VDD at location (635.500um, 1867.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1870/VDD at location (635.500um, 1872.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_W_1875/VDD at location (635.500um, 1877.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0635/VDD at location (637.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0635/VDD at location (637.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0635/DVDD at location (637.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0640/VDD at location (642.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0640/VDD at location (642.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0640/DVDD at location (642.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0645/VDD at location (647.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0645/VDD at location (647.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0645/DVDD at location (647.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0650/VDD at location (652.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0650/VDD at location (652.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0650/DVDD at location (652.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0655/VDD at location (657.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0655/VDD at location (657.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0655/DVDD at location (657.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0660/VDD at location (662.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0660/VDD at location (662.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0660/DVDD at location (662.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0665/VDD at location (667.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0665/VDD at location (667.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0665/DVDD at location (667.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0670/VDD at location (672.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0670/VDD at location (672.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0670/DVDD at location (672.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0675/VDD at location (677.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0675/VDD at location (677.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0675/DVDD at location (677.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_0_746/VDD at location (679.266um, 563.564um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_2_759/VDD at location (679.266um, 573.644um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_4_768/VDD at location (679.266um, 583.724um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_6_777/VDD at location (679.266um, 593.804um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_8_786/VDD at location (679.266um, 603.884um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_10_795/VDD at location (679.266um, 613.964um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_12_804/VDD at location (679.266um, 624.044um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_14_813/VDD at location (679.266um, 634.124um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_16_822/VDD at location (679.266um, 644.204um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_18_831/VDD at location (679.266um, 654.284um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_20_840/VDD at location (679.266um, 664.364um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_22_849/VDD at location (679.266um, 674.444um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_24_858/VDD at location (679.266um, 684.524um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_26_867/VDD at location (679.266um, 694.604um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_28_876/VDD at location (679.266um, 704.684um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_30_885/VDD at location (679.266um, 714.764um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_32_894/VDD at location (679.266um, 724.844um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_34_903/VDD at location (679.266um, 734.924um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_36_912/VDD at location (679.266um, 745.004um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_38_921/VDD at location (679.266um, 755.084um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_40_930/VDD at location (679.266um, 765.164um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_42_939/VDD at location (679.266um, 775.244um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_44_948/VDD at location (679.266um, 785.324um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_46_957/VDD at location (679.266um, 795.404um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_48_966/VDD at location (679.266um, 805.484um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_50_975/VDD at location (679.266um, 815.564um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_52_984/VDD at location (679.266um, 825.644um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_54_993/VDD at location (679.266um, 835.724um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_56_1002/VDD at location (679.266um, 845.804um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_58_1011/VDD at location (679.266um, 855.884um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_60_1020/VDD at location (679.266um, 865.964um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_62_1029/VDD at location (679.266um, 876.044um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_64_1038/VDD at location (679.266um, 886.124um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_66_1047/VDD at location (679.266um, 896.204um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_68_1056/VDD at location (679.266um, 906.284um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_70_1065/VDD at location (679.266um, 916.364um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_72_1074/VDD at location (679.266um, 926.444um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_74_1083/VDD at location (679.266um, 936.524um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_76_1092/VDD at location (679.266um, 946.604um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_78_1101/VDD at location (679.266um, 956.684um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_80_1110/VDD at location (679.266um, 966.764um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_82_1119/VDD at location (679.266um, 976.844um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_84_1128/VDD at location (679.266um, 986.924um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_86_1137/VDD at location (679.266um, 997.004um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_88_1146/VDD at location (679.266um, 1007.084um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_90_1155/VDD at location (679.266um, 1017.164um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_92_1164/VDD at location (679.266um, 1027.244um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_94_1173/VDD at location (679.266um, 1037.324um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_96_1182/VDD at location (679.266um, 1047.404um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_98_1191/VDD at location (679.266um, 1057.484um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_100_1200/VDD at location (679.266um, 1067.564um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_102_1209/VDD at location (679.266um, 1077.644um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_104_1218/VDD at location (679.266um, 1087.724um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_106_1227/VDD at location (679.266um, 1097.804um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_108_1236/VDD at location (679.266um, 1107.884um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_110_1245/VDD at location (679.266um, 1117.964um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_112_1254/VDD at location (679.266um, 1128.044um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_114_1263/VDD at location (679.266um, 1138.124um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_116_1272/VDD at location (679.266um, 1148.204um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_118_1281/VDD at location (679.266um, 1158.284um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_120_1290/VDD at location (679.266um, 1168.364um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_122_1299/VDD at location (679.266um, 1178.444um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_124_1307/VDD at location (679.266um, 1188.524um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_126_1315/VDD at location (679.266um, 1198.604um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_128_1323/VDD at location (679.266um, 1208.684um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_130_1331/VDD at location (679.266um, 1218.764um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_132_1339/VDD at location (679.266um, 1228.844um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_134_1347/VDD at location (679.266um, 1238.924um).
[WARNING PSM-0039] Unconnected instance TAP_TAPCELL_ROW_136_1355/VDD at location (679.266um, 1249.004um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0680/VDD at location (682.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0680/VDD at location (682.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0680/DVDD at location (682.500um, 2012.500um).
